i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
DLGUE1404,PRESA VICENTE GUERRERO 1,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,PRESA VICENTE GUERRERO,,,PRESA
DLGUE1405,PRESA VICENTE GUERRERO - CANAL DERIVACION,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,PRESA VICENTE GUERRERO,,,PRESA
DLGUE1406,PRESA VICENTE GUERRERO 4,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,PRESA VICENTE GUERRERO,,,PRESA
DLGUE1399M1,RIO ACAMIXTLA,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO ACAMIXTLA,,,RIO
DLGUE1397,PUENTE AHUEHUEPAN,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO AHUEHUEPAN,,,RIO
DLGUE1340,ZIRANDARO,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLGUE1344,PUENTE MIGUEL ALEMAN (COYUCA DE CATALAN),,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO BALSAS,,,RIO
DLGUE1349,RH16-5 BALSAS,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO BALSAS,,,RIO
DLGUE1415,PAPALUTLA,,,,,BALSAS,,,GUERRERO,,,RIO BAJO ATOYAC,,,RIO BALSAS,,,RIO
DLMIC1561,RIO BALSAS 11,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1568,RIO BALSAS 16,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1569,RIO BALSAS 17,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1582,RIO BALSAS 6,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1583,RIO BALSAS 4,,,,,BALSAS,,,GUERRERO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLGUE1352,PUENTE MEZCALA,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO BALSAS - MEZCALA,,,RIO
DLGUE1398M1,RIO CACALOTENANGO,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO CACALOTENANGO,,,RIO
DLGUE1350,RIO COCULA 5,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO COCULA,,,RIO
DLGUE1351,RIO COCULA 4,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO COCULA,,,RIO
DLGUE1398,RIO LAS JUNTAS,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO COCULA,,,RIO
DLGUE1400,RIO COCULA 2,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO COCULA,,,RIO
DLGUE1401,RIO COCULA 3,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO COCULA,,,RIO
DLGUE1342,PUENTE CIUDAD ALTAMIRANO,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO CUTZAMALA,,,RIO
DLGUE1343,LAS QUERENDAS (RIO CUTZAMALA),,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO CUTZAMALA,,,RIO
DLGUE1399,RIO IGUALA,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO IGUALA,,,RIO
DLGUE1332,PUENTE LA UNION (ANTES RIO LA UNION),,,,,BALSAS,,,GUERRERO,,,RIO LA UNION 2,,,RIO LA UNION,,,RIO
DLGUE1245,RIO MEZCALA OAPAN,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO MEZCALA BALSAS,,,RIO
DLGUE1390,RIO TAXCO,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO TAXCO,,,RIO
DLGUE1390M1,RIO TAXCO EL VIEJO,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO TAXCO,,,RIO
DLGUE1400M1,EL PUENTE - RIO TAXCO,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO TAXCO,,,RIO
DLGUE1401M1,HUEYMATLA,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,RIO TAXCO,,,RIO
DLGUE1393,PRESA VALERIO TRUJANO 3,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,VALERIO TRUJANO,,,PRESA
DLGUE1394,PRESA VALERIO TRUJANO 2,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,VALERIO TRUJANO,,,PRESA
DLGUE1395,PRESA VALERIO TRUJANO 1,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,VALERIO TRUJANO,,,PRESA
DLGUE1396,PRESA VALERIO TRUJANO 4,,,,,BALSAS,,,GUERRERO,,,RIO MEDIO BALSAS,,,VALERIO TRUJANO,,,PRESA
DLEST934,ARROYO ACALCO INFLUENTE RIO CHALMITA,,,,,BALSAS,,,MEXICO,,,RIO AMACUZAC,,,ARROYO ACALCO,,,ARROYO
DLEST894,CANAL DEL EFLUENTE,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLEST895,EFLUENTE PP LOS BERROS (TAC),,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLEST896,CANAL DONATO GUERRA,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLEST898,SALIDA MANIANTAL AGUA ESCONDIDA EN CANAL HECTOR MARTINEZ DE MEZA,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL HECTOR MARTINEZ DE MEZA,,,CANAL
DLEST908,CANAL RIO MALACATEPEC-(DURAZNOS),,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL INFLUENTE PRESA COLORINES,,,CANAL
DLEST909,INFLUENTE PRESA EL BOSQUE A COLORINES,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,CANAL INFLUENTE PRESA COLORINES,,,CANAL
DLEST933,MANANTIALES DE LOCALIDAD SAN PEDRO ZICTEPEC,,,,,BALSAS,,,MEXICO,,,RIO AMACUZAC,,,MANANTIALES SAN PEDRO ZICTEPEC,,,MANANTIAL
DLEST907,PRESA COLORINES 2,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA COLORINES,,,PRESA
DLEST905M1,PRESA TILOXTOC,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA TILOXTOC,,,PRESA
DLEST899,PRESA VALLE DE BRAVO 4,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST901,PRESA VALLE DE BRAVO 3,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST903,PRESA VALLE DE BRAVO 2,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST904,PRESA VALLE DE BRAVO 5,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST905,PRESA VALLE DE BRAVO 1,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST906,CORTINA PRESA VALLE DE BRAVO,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VALLE DE BRAVO,,,PRESA
DLEST889,PRESA VILLA VICTORIA 3,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VILLA VICTORIA,,,PRESA
DLEST890,PRESA VILLA VICTORIA 4,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VILLA VICTORIA,,,PRESA
DLEST891,PRESA VILLA VICTORIA 2,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VILLA VICTORIA,,,PRESA
DLEST893,PRESA VILLA VICTORIA 1,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,PRESA VILLA VICTORIA,,,PRESA
DLEST897,INFLUENTE DE LA PRESA VALLE DE BRAVO,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO AMANALCO,,,RIO
DLEST910,PUENTE RIO AMANALCO DE BECERRA,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO AMANALCO,,,RIO
DLEST935,PUENTE CHALMITA,,,,,BALSAS,,,MEXICO,,,RIO AMACUZAC,,,RIO CHALMA,,,RIO
DLEST902,RIO CHIQUITO EL MOLINO,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO EL MOLINO,,,RIO
DLEST888,RIO EL SALTO,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO EL SALTO,,,RIO
DLEST892,RIO LA COMPA&IA,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO LA COMPA&IA,,,RIO
DLEST930,EL SALTO TENANCINGO,,,,,BALSAS,,,MEXICO,,,RIO AMACUZAC,,,RIO SAN JERONIMO,,,RIO
DLEST911,PUENTE TEMASCALTEPEC,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO TEMASCALTEPEC,,,RIO
DLEST900,RIO TIZATES,,,,,BALSAS,,,MEXICO,,,RIO CUTZAMALA,,,RIO TIZATES,,,RIO
DLEST931,PUENTE RIO EL SALTO (TGO) FONDO,,,,,BALSAS,,,MEXICO,,,RIO AMACUZAC,,,TENANCINGO,,,RIO
DLMIC1557M1,MANANTIAL LAS CONDEMBAS,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,ACUIFERO NUEVA ITALIA,,,
DLMIC1558M1,ARROYO CONDEMBAS ANTES DE CONFLUENCIA CON RIO EL SILENCIO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,ARROYO CONDEMBAS,,,ARROYO
DLMIC1732M1,ARROYO EL MANZANILLO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,ARROYO EL MANZANILLO,,,ARROYO
DLMIC1641,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ARRIBA)",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,ARROYO LA COFRADIA,,,DESCARGA
DLMIC1642,"INDUSTRIAL PAPELERA MEXICANA, S.A. DE C.V. (AGUAS ABAJO)",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,ARROYO LA COFRADIA,,,DESCARGA
DLMIC1797M1,ARROYO LA LAVADERA (MANANTIAL IRICUARO),,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,ARROYO LA LAVADERA,,,ARROYO
DLMIC1778,CANAL TUXPAN,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLMIC1779,CANAL FLORIDA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLMIC1780,CANAL COLORINES,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,CANAL,,,CANAL
DLMIC1528,DESCARGA ARCELORMITTAL SICARSA II AGUAS ARRIBA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTERO EL CAROLINO,,,RIO
DLMIC1530,RIO BALSAS PUENTE IGNACIO CHAVEZ,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTERO EL CAROLINO,,,RIO
DLMIC1531,"ARCELORMITTAL LAS TRUCHAS, S.A. DE C.V. ((B) AGUAS ABAJO)",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTERO EL CAROLINO,,,DESCARGA
DLMIC1534,ARCELORMITTAL SICARSA AGUAS ARRIBA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTERO EL CAROLINO,,,RIO
DLMIC1534M1,AGUAS ABAJO ESTERO CAROLINO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTERO EL CAROLINO,,,CANAL
DLMIC1523,DESEMBOCADURA IZQUIERDA PROFUNDA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTUARIO DEL RIO BALSAS,,,ESTUARIO
DLMIC1524,DESEMBOCADURA IZQUIERDA SUPERFICIAL,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTUARIO DEL RIO BALSAS,,,ESTUARIO
DLMIC1525,BOCANA PROFUNDA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTUARIO DEL RIO BALSAS,,,ESTUARIO
DLMIC1526,BOCANA SUPERFICIAL,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTUARIO DEL RIO BALSAS,,,ESTUARIO
DLMIC1532,DESCARGA FERTINAL,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,ESTUARIO DEL RIO BALSAS,,,ESTUARIO
DLMIC1706,LAGO ZIRAHUEN - ENTRADA 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1708,LAGO ZIRAHUEN - ENTRADA 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1734M1,"L. ZIRAHUEN, OBRA DE TOMA COPANDARO-SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1735M1,"L. ZIRAHUEN, OBRA DE TOMA COPANDARO-FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1736M1,"L. ZIRAHUEN, LA ANTENA SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1737M1,"L. ZIRAHUEN, LA ANTENA FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1740M1,"L. ZIRAHUEN, FRENTE TEMBUCHARO SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1741M1,"L. ZIRAHUEN, FRENTE TEMBUCHARO FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1744M1,"L. ZIRAHUEN, FRENTE A CERRO COLORADO SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1745M1,"L. ZIRAHUEN, FRENTE A CERRO COLORADO FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1785M1,"L. ZIRAHUEN, FRENTE DESEMBOCADURA RIO EL SILENCIO SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1787M1,"L. ZIRAHUEN, FRENTE DESEMBOCADURA RIO EL SILENCIO FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1788M1,"L. ZIRAHUEN, PARA&O SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1789M1,"L. ZIRAHUEN, PARA&O FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1790M1,"L. ZIRAHUEN, MUELLE PRINCIPAL SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1793M1,"L. ZIRAHUEN, MUELLE PRINCIPAL FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1794M1,"L. ZIRAHUEN, TEMBUCHARO SUPERFICIAL",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1795M1,"L. ZIRAHUEN, TEMBUCHARO FONDO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,LAGO ZIRAHUEN,,,LAGO
DLMIC1540,LAGUNA COSTERA EL CAIMAN 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,LAGUNA COSTERA EL CAIMAN,,,LAGUNA
DLMIC1541,LAGUNA COSTERA EL CAIMAN 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,LAGUNA COSTERA EL CAIMAN,,,LAGUNA
DLMIC1542,LAGUNA COSTERA EL CAIMAN 3,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,LAGUNA COSTERA EL CAIMAN,,,LAGUNA
DLMIC1543,LAGUNA COSTERA EL CAIMAN 4,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,LAGUNA COSTERA EL CAIMAN,,,LAGUNA
DLMIC1544,LAGUNA COSTERA EL CAIMAN 5,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,LAGUNA COSTERA EL CAIMAN,,,LAGUNA
DLMIC1817,PRESA EL  CUERAMAL 4,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA EL  CUERAMAL,,,PRESA
DLMIC1818,PRESA EL  CUERAMAL 3,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA EL  CUERAMAL,,,PRESA
DLMIC1819,PRESA EL  CUERAMAL 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA EL  CUERAMAL,,,PRESA
DLMIC1820,PRESA EL  CUERAMAL 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA EL  CUERAMAL,,,PRESA
DLMIC1821,PRESA EL  CUERAMAL 5,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA EL  CUERAMAL,,,PRESA
DLMIC1775,PRESA EL BOSQUE 3,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,PRESA EL BOSQUE,,,PRESA
DLMIC1776,PRESA EL BOSQUE 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,PRESA EL BOSQUE,,,PRESA
DLMIC1777,PRESA EL BOSQUE 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUTZAMALA,,,PRESA EL BOSQUE,,,PRESA
DLMIC1580,PRESA INFIERNILLO 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA INFIERNILLO,,,PRESA
DLMIC1581,PRESA INFIERNILLO 4,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA INFIERNILLO,,,PRESA
DLMIC1824,PRESA INFIERNILLO 5,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA INFIERNILLO,,,PRESA
DLMIC1572,PRESA INFIERNILLO 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA INFIERNILLO 2,,,PRESA
DLMIC1555,PRESA LA VILLITA 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA LA VILLITA,,,PRESA
DLMIC1560,PRESA LA VILLITA 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA LA VILLITA,,,PRESA
DLMIC1562,PRESA LA VILLITA 4,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA LA VILLITA,,,PRESA
DLMIC1565,PRESA LA VILLITA 5,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,PRESA LA VILLITA,,,PRESA
DLMIC1707,PRESA ZIRAHUEN 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,PRESA ZIRAHUEN,,,PRESA
DLMIC1709,PRESA ZIRAHUEN 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,PRESA ZIRAHUEN,,,PRESA
DLMIC1563,RIO BALSAS 12,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO  BALSAS,,,RIO
DLMIC1537,RIO ACALPICAN,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,RIO ACALPICAN,,,RIO
DLMIC1538,DESCARGA SERMMOSA AGUAS ARRIBA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ACAPILCAN,,,RIO ACALPICAN,,,RIO
DLGUE1335,RIO BALSAS 3,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1527,RIO BALSAS 1,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1533M1,AGUAS ARRIBA OBRA DE TOMA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1549,RIO BALSAS 5,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1552,RIO BALSAS 7,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1554,RIO BALSAS 8,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1556,RIO BALSAS 9,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1559,RIO BALSAS 10,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1564,RIO BALSAS 13,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1566,RIO BALSAS 14,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1567,RIO BALSAS 15,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1570,RIO BALSAS 18,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1571,RIO BALSAS 19,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1573,RIO BALSAS 21,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1574,RIO BALSAS 22,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1576,RIO BALSAS 20,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1584,RIO BALSAS 2,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1585,RIO BALSAS CORRIENTE IZQUIERDA - ALBATROS,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1650,RH16-3 BALSAS,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1822,RH16-2 BALSAS,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS,,,RIO
DLMIC1548,RIO BALSAS CORRIENTE IZQ PUENTE,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS CORRIENTE IZQ PUENTE,,,RIO
DLMIC1553,RIO BALSAS PUENTE VIEJO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO BAJO BALSAS,,,RIO BALSAS PUENTE VIEJO,,,LAGO
DLMIC1636,RODILLA DEL DIABLO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,RIO CUPATITZIO,,,RIO
DLMIC1637,HIDROMETRICA CUPATITZIO (C.F.E.) LA PINERA,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,RIO CUPATITZIO,,,RIO
DLMIC1639,HIDROMETRICA C.F.E.,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,RIO CUPATITZIO,,,RIO
DLGUE1341,CUTZAMALA AGUAS ABAJO DE ALTAMIRANO,,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO MEDIO BALSAS,,,RIO CUTZAMALA,,,RIO
DLMIC1649,LA PASTORIA (CUPATITZIO),,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO CUPATITZIO,,,RIO EL MARQUEZ,,,RIO
DLMIC1522M1,"RIO EL SILENCIO, MANANTIAL SAN GREGORIO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,RIO EL SILENCIO,,,RIO
DLMIC1578M1,"RIO EL SILENCIO, PUENTE ST. TZIPARATZICO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,RIO EL SILENCIO,,,RIO
DLMIC1579M1,"RIO EL SILENCIO, PUENTE CURUCHUCUMEO",,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,RIO EL SILENCIO,,,RIO
DLMIC1710,RIO EL SILENCIO (AGUAS ARRIBA),,,,,BALSAS,,,MICHOACAN DE OCAMPO,,,RIO ZIRAHUEN,,,RIO EL SILENCIO,,,RIO
